,Dalc,Fedu,Fjob,G1,G2,G3,Medu,Mjob,Pstatus,Walc,absences,activities,address,age,failures,famrel,famsize,famsup,freetime,goout,guardian,health,higher,internet,nursery,paid,reason,romantic,school,schoolsup,sex,studytime,traveltime
354,1,3,other,13,11,11,4,services,T,3,4,yes,R,17,0,4,GT3,yes,5,5,mother,2,yes,yes,no,yes,home,yes,MS,no,M,2,2
355,1,3,services,10,9,9,3,services,T,1,0,no,U,18,0,5,GT3,yes,3,4,father,5,yes,no,yes,no,course,yes,MS,no,F,2,1
356,1,4,services,12,13,13,4,teacher,T,2,4,yes,R,17,0,4,GT3,yes,3,3,father,5,yes,yes,yes,yes,other,no,MS,no,F,2,2
357,1,2,other,12,12,11,3,services,A,2,2,no,U,17,0,1,LE3,no,2,3,mother,5,yes,no,yes,no,reputation,yes,MS,no,F,2,2
358,1,1,services,10,10,10,1,other,T,2,4,no,U,18,0,3,LE3,no,3,2,father,3,yes,yes,no,no,home,yes,MS,no,M,1,2
359,1,1,services,18,16,16,1,at_home,T,1,0,no,U,18,0,5,LE3,no,3,2,father,4,yes,yes,yes,no,course,no,MS,no,F,3,2
360,1,4,other,13,13,13,1,at_home,A,4,0,no,R,18,0,4,LE3,no,3,4,mother,5,yes,no,yes,no,course,yes,MS,no,F,2,3
361,2,1,other,13,12,12,1,at_home,T,3,2,yes,R,18,1,4,LE3,no,4,3,mother,5,no,no,no,no,other,no,MS,no,M,2,2
362,1,3,services,11,11,10,3,services,T,3,0,no,U,18,0,4,GT3,yes,3,2,mother,3,yes,yes,yes,no,other,yes,MS,no,F,2,2
363,1,4,at_home,16,15,15,4,at_home,T,1,0,yes,U,17,0,2,LE3,yes,3,4,mother,1,yes,yes,yes,yes,course,yes,MS,no,F,2,1
364,1,2,services,12,11,12,1,other,T,2,0,no,R,17,0,3,GT3,no,2,2,father,3,yes,no,no,no,course,no,MS,no,F,2,2
365,2,3,other,10,10,10,1,at_home,T,4,4,no,R,18,0,3,GT3,yes,3,4,mother,3,yes,no,yes,yes,course,no,MS,no,M,2,2
366,2,4,services,13,13,13,4,teacher,T,2,0,no,U,18,0,4,LE3,no,2,2,mother,5,yes,yes,yes,yes,other,yes,MS,no,M,3,2
367,1,1,services,7,6,0,1,other,T,2,0,no,R,17,1,5,GT3,yes,2,1,mother,1,yes,yes,yes,yes,reputation,yes,MS,no,F,1,3
368,1,3,services,11,10,10,2,at_home,T,2,0,no,U,18,0,5,GT3,yes,2,3,father,4,yes,yes,yes,yes,course,yes,MS,no,F,1,2
369,4,4,teacher,14,12,11,4,other,T,2,10,no,R,18,0,3,GT3,yes,2,2,father,5,yes,yes,no,yes,other,yes,MS,no,F,2,3
370,1,2,services,7,7,9,3,services,T,1,4,yes,U,19,2,3,LE3,no,2,2,other,3,yes,no,yes,no,home,yes,MS,no,F,2,2
371,2,2,services,14,12,12,1,at_home,T,3,3,yes,R,18,0,4,LE3,yes,3,3,father,3,no,yes,yes,yes,other,yes,MS,no,M,1,3
372,1,2,at_home,13,11,11,2,other,T,1,8,yes,U,17,0,3,GT3,no,4,3,mother,3,yes,no,yes,no,home,yes,MS,no,F,3,1
373,1,2,other,6,5,5,1,other,T,3,14,yes,R,17,0,3,GT3,no,5,5,mother,1,yes,yes,yes,no,course,no,MS,no,F,1,1
374,1,4,other,19,18,19,4,other,T,1,0,no,R,18,0,5,LE3,no,4,4,mother,1,yes,yes,yes,no,reputation,no,MS,no,F,3,2
375,1,1,other,8,8,10,1,other,T,2,2,no,R,18,0,4,GT3,no,3,2,mother,4,yes,yes,yes,no,home,no,MS,no,F,3,4
376,1,2,other,15,14,15,4,health,T,1,4,no,U,20,2,5,GT3,yes,4,3,other,3,yes,yes,no,yes,course,yes,MS,no,F,3,2
377,3,4,services,8,9,10,4,teacher,T,4,4,yes,R,18,0,5,LE3,no,4,3,mother,2,yes,yes,yes,yes,course,no,MS,no,F,2,1
378,1,3,other,15,15,15,3,other,T,2,0,no,U,18,0,4,GT3,no,1,3,mother,1,yes,yes,yes,yes,home,yes,MS,no,F,2,1
379,2,1,other,10,10,10,3,at_home,T,3,17,yes,R,17,0,4,GT3,yes,5,4,mother,1,yes,yes,no,yes,reputation,no,MS,no,F,2,1
380,1,4,teacher,15,14,14,4,teacher,T,4,4,yes,U,18,0,3,GT3,no,2,4,father,2,yes,yes,no,yes,home,no,MS,no,M,2,1
381,1,1,other,7,6,7,2,other,T,3,5,yes,R,18,0,4,GT3,no,4,3,mother,5,yes,yes,no,no,other,yes,MS,no,M,1,2
382,1,3,services,11,11,10,2,other,T,1,2,yes,U,17,0,4,GT3,no,4,3,father,3,yes,yes,yes,no,home,no,MS,no,M,2,2
383,1,1,services,6,5,0,1,other,T,3,0,no,R,19,1,4,GT3,no,3,2,mother,5,yes,no,yes,no,other,no,MS,no,M,1,2
384,4,2,other,6,5,5,4,other,T,3,14,no,R,18,1,5,GT3,no,4,3,father,3,yes,no,yes,yes,home,no,MS,no,M,1,2
385,1,2,other,10,9,10,2,at_home,T,3,2,no,R,18,0,5,GT3,no,3,3,mother,4,yes,no,yes,yes,other,no,MS,no,F,3,2
386,2,4,at_home,6,5,6,4,teacher,T,2,7,yes,R,18,0,4,GT3,yes,4,3,mother,5,yes,yes,yes,yes,reputation,yes,MS,no,F,1,3
387,1,3,other,7,5,0,2,services,T,2,0,yes,R,19,1,5,GT3,no,4,2,mother,5,yes,yes,no,no,course,no,MS,no,F,3,1
388,1,1,services,7,9,8,3,teacher,T,1,0,no,U,18,0,4,LE3,yes,3,4,mother,1,yes,yes,yes,yes,course,no,MS,no,F,2,1
389,1,1,other,6,5,0,1,other,T,1,0,yes,U,18,1,1,GT3,no,1,1,mother,5,yes,no,yes,no,course,no,MS,no,F,2,2
390,4,2,services,9,9,9,2,services,A,5,11,no,U,20,2,5,LE3,yes,5,4,other,4,yes,no,yes,yes,course,no,MS,no,M,2,1
391,3,1,services,14,16,16,3,services,T,4,3,no,U,17,0,2,LE3,no,4,5,mother,2,yes,yes,no,no,course,no,MS,no,M,1,2
392,3,1,other,10,8,7,1,other,T,3,3,no,R,21,3,5,GT3,no,5,3,other,3,yes,no,no,no,course,no,MS,no,M,1,1
393,3,2,other,11,12,10,3,services,T,4,0,no,R,18,0,4,LE3,no,4,1,mother,5,yes,yes,no,no,course,no,MS,no,M,1,3
394,3,1,at_home,8,9,9,1,other,T,3,5,no,U,19,0,3,LE3,no,2,3,father,5,yes,yes,yes,no,course,no,MS,no,M,1,1
395,1,4,teacher,0,11,11,4,at_home,A,1,4,no,U,18,0,4,GT3,no,3,4,mother,3,yes,no,yes,no,course,no,GP,yes,F,2,2
396,1,1,other,9,11,11,1,at_home,T,1,2,no,U,17,0,5,GT3,yes,3,3,father,3,yes,yes,no,no,course,no,GP,no,F,2,1
397,2,1,other,12,13,12,1,at_home,T,3,6,no,U,15,0,4,LE3,no,3,2,mother,3,yes,yes,yes,no,other,no,GP,yes,F,2,1
398,1,2,services,14,14,14,4,health,T,1,0,yes,U,15,0,3,GT3,yes,2,2,mother,5,yes,yes,yes,no,home,yes,GP,no,F,3,1
399,1,3,other,11,13,13,3,other,T,2,0,no,U,16,0,4,GT3,yes,3,2,father,5,yes,no,yes,no,home,no,GP,no,F,2,1
400,1,3,other,12,12,13,4,services,T,2,6,yes,U,16,0,5,LE3,yes,4,2,mother,5,yes,yes,yes,no,reputation,no,GP,no,M,2,1
401,1,2,other,13,12,13,2,other,T,1,0,no,U,16,0,4,LE3,no,4,4,mother,3,yes,yes,yes,no,home,no,GP,no,M,2,1
402,1,4,teacher,10,13,13,4,other,A,1,2,no,U,17,0,4,GT3,yes,1,4,mother,1,yes,no,yes,no,home,no,GP,yes,F,2,2
403,1,2,other,15,16,17,3,services,A,1,0,no,U,15,0,4,LE3,yes,2,2,mother,1,yes,yes,yes,no,home,no,GP,no,M,2,1
404,1,4,other,12,12,13,3,other,T,1,0,yes,U,15,0,5,GT3,yes,5,1,mother,5,yes,yes,yes,no,home,no,GP,no,M,2,1
405,1,4,health,14,14,14,4,teacher,T,2,2,no,U,15,0,3,GT3,yes,3,3,mother,2,yes,yes,yes,no,reputation,no,GP,no,F,2,1
406,1,1,other,10,12,13,2,services,T,1,0,yes,U,15,0,5,GT3,yes,2,2,father,4,yes,yes,yes,no,reputation,no,GP,no,F,3,3
407,1,4,services,12,13,12,4,health,T,3,0,yes,U,15,0,4,LE3,yes,3,3,father,5,yes,yes,yes,no,course,no,GP,no,M,1,1
408,1,3,other,12,12,13,4,teacher,T,2,0,no,U,15,0,5,GT3,yes,4,3,mother,3,yes,yes,yes,no,course,no,GP,no,M,2,2
409,1,2,other,14,14,15,2,other,A,1,0,no,U,15,0,4,GT3,yes,5,2,other,3,yes,yes,yes,no,home,yes,GP,no,M,3,1
410,1,4,other,17,17,17,4,health,T,2,6,no,U,16,0,4,GT3,yes,4,4,mother,2,yes,yes,yes,no,home,no,GP,no,F,1,1
411,1,4,services,13,13,14,4,services,T,2,10,yes,U,16,0,3,GT3,yes,2,3,mother,2,yes,yes,yes,no,reputation,no,GP,no,F,3,1
412,1,3,other,13,14,14,3,other,T,1,2,yes,U,16,0,5,GT3,yes,3,2,mother,4,yes,no,yes,no,reputation,no,GP,yes,F,2,3
413,2,2,services,8,8,7,3,services,T,4,2,yes,U,17,3,5,GT3,yes,5,5,mother,5,yes,yes,yes,yes,course,no,GP,no,M,1,1
414,1,3,other,12,12,12,4,health,T,3,6,yes,U,16,0,3,LE3,no,1,3,father,5,yes,yes,yes,no,home,no,GP,no,M,1,1
415,1,3,other,12,13,14,4,teacher,T,1,0,no,U,15,0,4,GT3,no,4,1,mother,1,yes,yes,yes,no,reputation,no,GP,no,M,2,1
416,1,4,health,11,12,12,4,health,T,1,0,no,U,15,0,5,GT3,yes,4,2,father,5,yes,yes,yes,yes,other,no,GP,no,M,1,1
417,1,2,other,12,13,14,4,teacher,T,3,0,yes,U,16,0,4,LE3,no,5,1,mother,5,yes,yes,yes,no,course,no,GP,no,M,2,1
418,2,2,other,10,10,10,2,other,T,4,2,yes,U,16,0,5,LE3,yes,4,4,mother,5,yes,yes,yes,no,reputation,no,GP,no,M,2,2
419,1,4,health,10,11,10,2,services,T,1,2,yes,R,15,0,4,GT3,yes,3,2,mother,5,yes,yes,yes,no,course,no,GP,yes,F,3,1
420,1,2,services,10,11,12,2,services,T,3,6,no,U,16,0,1,GT3,yes,2,2,mother,5,yes,yes,no,no,home,no,GP,no,F,1,1
421,1,2,other,11,12,12,2,other,T,2,8,no,U,15,0,4,GT3,yes,2,2,mother,5,yes,yes,yes,no,home,no,GP,no,M,1,1
422,2,2,services,11,11,11,4,health,T,4,0,no,U,15,0,2,GT3,no,2,4,mother,1,yes,yes,yes,no,other,no,GP,no,M,1,1
423,1,4,other,12,12,13,3,services,A,1,2,yes,U,16,0,5,LE3,yes,3,3,mother,5,yes,yes,yes,yes,home,no,GP,yes,M,2,1
424,5,4,teacher,12,11,12,4,teacher,T,5,4,yes,U,16,0,4,GT3,yes,4,5,mother,5,yes,yes,yes,yes,home,yes,GP,no,M,2,1
425,3,4,services,10,11,11,4,health,T,4,0,no,U,15,0,5,GT3,yes,4,2,mother,5,yes,yes,no,yes,home,no,GP,no,M,2,1
426,1,4,services,15,15,15,4,services,T,1,2,yes,U,15,0,4,GT3,yes,3,1,mother,5,yes,yes,yes,no,reputation,no,GP,no,M,2,2
427,1,3,at_home,13,14,15,4,teacher,T,1,0,yes,R,15,0,4,GT3,yes,5,2,mother,5,yes,yes,yes,no,course,yes,GP,no,M,2,1
428,1,3,other,13,12,12,3,other,T,1,0,yes,U,15,0,5,LE3,no,3,2,mother,2,yes,yes,no,no,course,no,GP,no,M,2,1
429,1,2,other,12,12,12,3,other,T,1,4,no,U,16,0,5,GT3,yes,4,3,mother,5,yes,yes,no,no,home,no,GP,no,M,1,1
430,1,3,other,11,11,11,2,other,T,1,4,yes,U,15,0,3,GT3,yes,5,1,father,5,yes,no,yes,no,other,no,GP,no,F,1,2
431,1,3,services,14,14,14,4,teacher,T,1,0,yes,U,15,0,5,LE3,yes,4,3,mother,4,yes,yes,yes,no,home,no,GP,no,M,3,1
432,1,4,teacher,13,13,13,4,other,A,1,4,yes,R,16,0,2,GT3,yes,4,3,mother,5,yes,yes,yes,no,reputation,yes,GP,no,M,3,2
433,1,4,health,11,12,12,3,services,T,1,2,yes,R,15,0,4,GT3,yes,3,2,mother,5,yes,yes,yes,no,course,no,GP,yes,F,3,1
434,1,2,other,14,13,12,2,at_home,T,1,8,yes,R,15,0,4,GT3,yes,3,1,mother,2,yes,no,yes,no,reputation,no,GP,yes,F,1,1
435,1,2,other,11,11,10,2,other,T,2,16,yes,U,16,0,3,LE3,yes,3,3,mother,3,yes,yes,no,no,home,yes,GP,no,F,2,2
436,2,4,other,10,11,11,4,teacher,T,4,8,no,U,15,0,5,LE3,yes,4,3,other,5,yes,yes,no,no,home,yes,GP,no,M,1,1
437,1,4,teacher,14,15,15,4,services,T,1,0,yes,U,15,0,4,GT3,yes,3,3,father,5,yes,yes,yes,no,course,no,GP,no,M,2,1
438,1,2,services,9,10,10,2,services,T,1,0,no,U,15,0,5,GT3,yes,4,1,father,1,yes,yes,yes,no,course,no,GP,yes,M,1,1
439,2,2,at_home,10,11,11,2,other,T,2,14,yes,U,16,1,4,LE3,no,3,3,father,5,yes,yes,yes,no,course,no,GP,yes,F,2,2
440,1,3,other,10,11,11,4,other,A,1,4,yes,U,15,0,5,LE3,yes,2,2,mother,5,yes,yes,yes,yes,course,yes,GP,yes,F,2,1
441,1,3,services,13,12,13,3,other,A,4,6,no,U,16,0,2,LE3,yes,3,5,mother,3,yes,yes,yes,no,home,no,GP,no,F,2,1
442,1,3,services,17,17,17,4,health,T,1,2,yes,U,16,0,4,GT3,no,2,2,mother,2,yes,yes,yes,no,reputation,no,GP,no,M,4,1
443,2,2,other,11,12,13,4,teacher,T,2,4,no,U,15,0,4,GT3,yes,3,3,mother,5,yes,no,yes,no,home,no,GP,no,M,2,1
444,1,4,teacher,13,12,12,4,services,T,1,2,yes,U,15,0,4,GT3,yes,4,4,father,3,yes,yes,no,no,other,no,GP,yes,F,2,1
445,2,2,services,14,13,13,2,services,T,3,0,no,U,16,0,4,LE3,yes,3,3,mother,4,yes,yes,yes,no,course,no,GP,no,F,2,3
446,1,2,other,16,14,16,4,health,T,1,0,no,U,15,0,4,LE3,yes,3,3,mother,5,yes,yes,yes,no,other,no,GP,no,F,2,1
447,3,2,health,10,9,9,4,health,A,4,4,no,U,15,0,5,LE3,no,5,5,father,5,yes,no,yes,no,other,no,GP,no,M,1,2
448,2,4,services,13,12,12,4,services,T,3,0,no,U,15,0,3,GT3,yes,3,4,mother,5,yes,yes,yes,no,course,no,GP,yes,F,1,1
449,4,3,other,13,12,13,3,other,A,4,0,no,U,15,0,5,LE3,no,3,4,mother,1,yes,yes,yes,no,other,no,GP,no,F,1,1
450,1,1,other,12,13,12,2,other,A,1,2,yes,U,16,0,5,GT3,no,3,4,mother,2,yes,yes,yes,no,other,yes,GP,no,F,2,1
451,1,3,services,15,14,15,4,services,A,1,0,yes,U,15,0,4,GT3,yes,3,2,mother,1,yes,yes,yes,no,reputation,no,GP,no,F,2,1
452,1,4,health,15,15,16,4,teacher,T,1,8,yes,U,15,0,3,GT3,yes,2,2,mother,5,yes,no,yes,no,reputation,no,GP,no,M,2,1
453,1,2,at_home,14,13,14,1,other,T,1,0,yes,U,15,0,4,LE3,yes,3,2,father,5,yes,yes,yes,no,home,no,GP,yes,M,2,1
454,1,2,other,16,15,16,4,services,T,1,2,no,U,16,0,4,GT3,yes,2,3,mother,5,yes,yes,yes,yes,course,no,GP,no,F,2,1
455,2,4,teacher,17,16,16,4,health,T,3,0,yes,R,16,0,2,GT3,yes,4,4,mother,4,yes,no,yes,no,other,no,GP,no,F,2,1
456,5,1,services,10,10,16,1,services,T,5,0,yes,U,16,0,5,GT3,yes,5,5,father,5,yes,yes,no,no,course,yes,GP,yes,F,1,4
457,1,2,services,13,13,10,1,other,T,1,0,yes,U,16,0,4,LE3,no,4,3,father,1,yes,yes,yes,no,reputation,no,GP,yes,F,2,1
458,2,3,health,14,13,13,4,teacher,T,4,0,yes,U,16,0,3,GT3,yes,4,4,mother,4,yes,yes,yes,no,home,no,GP,yes,F,3,1
459,2,3,services,13,12,12,4,services,T,4,0,yes,U,15,0,4,LE3,no,4,4,father,2,yes,yes,yes,no,reputation,yes,GP,yes,F,2,1
460,1,3,services,16,15,16,4,teacher,T,2,2,yes,U,16,0,5,LE3,yes,4,3,mother,1,yes,yes,yes,no,course,no,GP,no,F,2,3
461,5,4,services,11,12,12,4,other,A,5,0,yes,U,15,0,1,GT3,yes,3,3,mother,3,yes,yes,no,no,reputation,yes,GP,no,M,4,1
462,1,1,other,10,9,10,3,services,T,2,0,no,U,16,0,4,GT3,yes,3,3,mother,5,yes,yes,yes,no,course,no,GP,yes,F,4,1
463,1,2,services,11,10,11,2,health,T,3,0,no,R,15,0,4,LE3,yes,1,3,mother,4,yes,yes,yes,no,reputation,no,GP,yes,F,2,2
464,2,1,other,15,15,15,3,other,T,3,6,no,R,15,0,4,LE3,yes,4,2,father,3,yes,yes,no,no,reputation,no,GP,no,F,4,2
465,1,1,other,13,11,11,3,other,T,1,2,no,U,16,0,4,GT3,yes,3,2,father,5,yes,yes,yes,no,reputation,no,GP,no,M,4,2
466,1,2,other,11,9,10,4,other,T,1,0,no,U,15,0,3,GT3,no,3,3,mother,3,yes,yes,yes,no,course,no,GP,no,M,4,1
467,2,1,other,13,11,11,1,other,T,4,2,no,R,15,0,3,GT3,yes,3,4,mother,5,yes,yes,no,no,reputation,yes,GP,yes,F,2,1
468,2,1,other,13,13,14,3,other,T,2,0,yes,U,16,0,5,GT3,no,3,2,mother,5,yes,no,yes,no,reputation,no,GP,no,M,1,1
469,2,3,services,11,11,11,3,other,T,4,4,yes,U,16,0,4,GT3,yes,3,3,mother,5,yes,yes,yes,no,home,no,GP,yes,F,2,1
470,2,3,other,11,11,11,4,teacher,T,3,0,yes,U,15,0,4,GT3,yes,3,3,mother,5,yes,yes,yes,no,home,no,GP,no,M,2,1
471,1,0,other,12,11,11,4,teacher,T,1,0,yes,U,15,0,3,GT3,no,4,3,mother,1,yes,yes,yes,no,course,no,GP,no,M,4,2
472,1,2,other,13,13,13,2,other,T,3,1,no,U,16,0,5,GT3,no,2,3,mother,3,yes,yes,yes,no,reputation,yes,GP,no,F,4,1
473,1,1,other,9,9,10,2,other,T,1,0,yes,U,17,3,4,GT3,yes,5,1,mother,3,no,yes,yes,no,home,no,GP,yes,M,1,2
474,1,4,other,12,11,11,3,at_home,T,2,14,no,U,16,0,2,GT3,yes,4,3,mother,3,yes,yes,yes,no,course,no,GP,no,F,2,1
475,1,3,services,11,11,12,2,other,T,3,0,yes,U,15,0,3,GT3,yes,2,2,father,3,yes,yes,no,no,course,yes,GP,yes,M,1,1
476,1,3,other,10,9,9,2,other,T,2,2,no,U,15,0,5,GT3,no,3,2,mother,5,yes,yes,no,no,home,no,GP,yes,M,3,1
477,1,2,other,12,11,11,3,services,T,1,4,no,U,15,0,4,LE3,yes,4,4,mother,5,yes,yes,yes,no,reputation,no,GP,no,F,2,1
478,1,2,services,13,12,13,2,services,T,3,2,yes,U,15,0,5,LE3,no,3,3,mother,4,yes,yes,yes,yes,home,no,GP,no,M,2,2
479,2,1,other,13,12,12,1,other,T,3,2,yes,U,15,0,4,GT3,yes,3,2,father,4,yes,yes,no,no,home,no,GP,no,F,2,1
480,2,4,services,12,11,12,4,services,T,3,4,no,U,15,0,4,GT3,no,4,4,father,5,yes,yes,yes,no,reputation,yes,GP,no,F,2,2
481,1,2,other,13,11,11,2,at_home,T,2,6,no,U,16,0,4,LE3,yes,3,4,mother,2,yes,no,yes,no,course,no,GP,no,F,2,1
482,1,2,other,15,15,15,4,other,T,3,4,yes,U,15,0,5,GT3,yes,3,3,mother,1,yes,yes,yes,no,reputation,no,GP,no,F,3,1
483,1,2,other,12,10,11,2,services,T,1,6,yes,U,16,0,4,GT3,no,4,2,father,3,yes,yes,no,no,reputation,no,GP,no,M,2,2
484,3,4,health,9,9,10,4,teacher,A,5,6,no,U,16,0,4,LE3,yes,1,3,mother,5,yes,no,yes,no,reputation,no,GP,no,M,2,1
485,1,3,other,9,11,11,3,other,T,3,2,no,U,16,0,4,GT3,yes,3,3,mother,4,yes,yes,yes,no,home,yes,GP,no,F,3,1
486,1,3,other,14,13,13,4,services,T,3,6,yes,U,15,0,4,GT3,no,5,5,mother,1,yes,yes,yes,no,reputation,no,GP,no,F,1,1
487,2,1,other,12,13,12,3,other,T,3,0,no,U,16,0,3,LE3,yes,3,3,father,2,yes,no,yes,no,home,no,GP,yes,F,2,1
488,1,2,services,13,14,14,4,teacher,T,1,2,yes,U,16,0,5,GT3,yes,3,3,mother,1,yes,yes,yes,no,home,no,GP,no,F,2,2
489,1,2,health,11,12,12,2,services,T,1,2,yes,U,15,0,4,LE3,yes,3,4,mother,4,yes,yes,yes,no,reputation,no,GP,no,M,4,1
490,1,1,other,13,13,13,1,at_home,T,1,4,yes,R,15,0,3,GT3,yes,1,2,mother,1,yes,yes,yes,yes,home,no,GP,yes,F,4,2
491,1,3,other,9,11,11,4,services,T,1,6,yes,R,16,0,3,GT3,yes,3,3,mother,4,yes,yes,no,yes,reputation,no,GP,yes,M,1,2
492,1,1,other,13,12,12,2,other,T,1,0,no,U,16,0,4,GT3,yes,3,5,mother,5,yes,no,yes,no,course,yes,GP,no,F,2,1
493,1,4,other,12,13,13,4,other,T,2,4,yes,U,16,0,5,GT3,no,3,4,mother,1,yes,yes,no,no,reputation,no,GP,no,F,1,1
494,1,3,at_home,12,13,13,4,other,T,1,2,no,U,16,0,5,GT3,yes,3,5,mother,3,yes,yes,yes,no,course,no,GP,yes,F,3,1
495,5,4,services,9,9,8,4,services,T,5,12,yes,U,16,0,4,GT3,yes,5,5,mother,4,yes,yes,yes,no,other,no,GP,yes,M,1,1
496,1,4,teacher,16,16,16,4,services,T,1,0,yes,U,16,0,4,GT3,yes,4,3,father,4,yes,yes,yes,no,other,yes,GP,no,M,3,1
497,1,4,other,12,13,12,4,services,T,1,2,yes,U,15,0,5,GT3,yes,3,3,mother,5,yes,yes,no,yes,course,no,GP,no,M,1,1
498,1,2,other,11,10,10,3,services,T,1,16,no,U,15,0,4,GT3,yes,3,5,mother,2,yes,yes,yes,no,home,no,GP,yes,F,2,2
499,1,4,other,16,16,16,3,services,A,1,0,yes,U,15,0,5,GT3,yes,4,4,mother,1,yes,yes,yes,no,course,no,GP,no,M,2,1
500,1,3,health,10,10,10,3,other,A,1,10,no,U,15,0,4,GT3,no,3,3,father,4,yes,no,yes,no,reputation,no,GP,yes,F,4,1
501,1,2,other,10,10,10,2,other,T,1,4,no,U,15,0,5,GT3,yes,1,2,mother,3,yes,yes,yes,no,course,no,GP,yes,F,4,1
502,1,3,other,13,14,14,3,services,T,1,4,yes,U,16,0,5,GT3,yes,3,3,father,5,yes,yes,yes,no,home,no,GP,no,M,3,1
503,3,4,other,12,10,11,4,other,T,5,8,yes,R,15,0,1,GT3,yes,3,5,father,1,yes,yes,yes,no,home,yes,GP,no,M,4,4
504,1,4,health,15,15,14,4,health,T,1,2,yes,U,16,0,5,LE3,yes,4,5,mother,4,yes,yes,yes,no,other,yes,GP,no,F,3,1
505,1,4,teacher,13,14,14,4,teacher,A,1,4,yes,U,15,0,5,LE3,no,5,3,mother,4,yes,yes,yes,no,course,no,GP,no,M,1,1
506,1,3,other,11,11,11,3,services,T,1,4,yes,R,16,0,4,GT3,yes,1,2,father,2,yes,yes,yes,no,reputation,no,GP,yes,F,3,1
507,1,2,other,8,10,10,2,at_home,T,1,12,yes,U,16,1,3,GT3,no,1,2,mother,5,yes,yes,yes,no,home,no,GP,yes,F,2,1
508,1,2,other,18,17,18,4,teacher,T,1,10,no,U,15,0,3,LE3,no,5,2,mother,3,yes,yes,yes,no,course,no,GP,no,M,1,1
509,1,1,services,10,9,10,2,health,T,1,4,yes,R,15,0,5,GT3,no,4,2,mother,5,yes,yes,yes,no,reputation,yes,GP,no,M,2,1
510,1,4,teacher,16,14,14,4,teacher,T,2,6,yes,U,16,0,5,GT3,yes,4,4,father,5,yes,yes,yes,no,course,no,GP,no,M,2,1
511,1,4,teacher,16,15,16,4,other,T,1,4,yes,U,15,0,4,GT3,yes,4,3,father,2,yes,no,yes,no,reputation,no,GP,no,M,2,2
512,1,3,services,14,14,15,3,other,T,1,6,yes,U,16,0,5,GT3,no,4,2,father,5,yes,yes,yes,no,home,no,GP,no,M,1,2
513,1,3,other,12,11,11,1,other,T,4,14,yes,R,17,1,5,GT3,yes,2,4,father,5,yes,yes,yes,no,course,no,GP,no,M,2,3
514,1,4,other,14,13,14,3,other,T,2,2,no,U,15,0,3,GT3,no,4,3,father,4,yes,yes,yes,no,reputation,no,GP,no,M,1,1
515,1,2,services,14,14,14,1,at_home,T,2,0,no,U,15,0,3,GT3,no,2,3,mother,1,yes,yes,no,no,course,no,GP,no,F,2,1
516,1,2,services,14,13,13,2,services,T,2,6,yes,U,15,0,5,GT3,yes,5,4,father,5,yes,yes,yes,no,home,no,GP,no,M,4,1
517,1,4,health,14,12,13,2,other,T,2,2,yes,U,16,0,4,LE3,yes,2,2,father,5,yes,yes,yes,no,course,yes,GP,no,F,2,2
518,1,4,other,12,13,13,4,health,T,4,4,yes,U,16,0,3,GT3,yes,4,4,mother,5,yes,yes,yes,no,course,no,GP,no,M,1,1
519,1,2,other,12,11,11,2,other,T,1,0,no,U,16,0,5,GT3,no,4,4,mother,5,yes,yes,yes,no,home,yes,GP,no,F,2,1
520,3,4,services,9,9,9,3,services,T,2,2,no,U,15,0,5,GT3,no,5,5,father,5,yes,yes,yes,no,home,no,GP,yes,M,1,1
521,1,4,other,10,11,11,3,other,A,1,0,yes,U,15,0,5,LE3,no,3,2,mother,1,yes,yes,yes,no,home,yes,GP,yes,F,2,1
522,1,1,other,9,10,11,0,at_home,T,1,0,no,U,19,2,3,GT3,yes,4,2,other,5,no,no,no,no,course,no,GP,no,F,2,1
523,2,4,teacher,14,14,15,4,teacher,T,5,8,yes,R,16,0,3,GT3,no,5,5,mother,4,yes,yes,yes,no,course,no,GP,no,M,1,1
524,2,3,other,13,12,13,2,other,T,2,4,no,U,16,0,3,GT3,yes,2,3,mother,1,yes,yes,no,no,course,yes,GP,no,M,3,2
525,2,4,teacher,10,11,12,3,services,T,2,0,no,R,15,0,4,GT3,yes,2,2,father,5,yes,yes,yes,no,course,yes,GP,no,F,3,2
526,1,1,other,10,9,8,2,services,T,3,10,yes,U,18,3,5,GT3,yes,4,5,mother,5,no,yes,yes,no,reputation,yes,GP,no,F,2,1
527,1,1,other,11,10,11,2,other,A,2,8,no,U,17,0,3,LE3,yes,2,2,mother,5,yes,yes,yes,no,course,no,GP,no,F,1,3
528,1,1,other,11,12,13,1,at_home,T,2,6,yes,U,15,0,4,GT3,yes,3,3,mother,4,yes,yes,no,no,course,yes,GP,no,F,1,3
529,1,2,other,13,12,12,2,other,T,3,2,no,U,17,0,3,LE3,yes,4,4,father,5,yes,yes,yes,no,course,yes,GP,no,F,1,1
530,1,4,other,15,13,14,3,services,A,4,12,no,U,16,0,3,GT3,no,2,1,father,5,yes,yes,yes,no,course,no,GP,no,F,1,1
531,1,1,other,9,9,11,2,at_home,T,1,4,no,U,16,0,3,GT3,no,2,1,mother,2,yes,no,yes,no,course,no,GP,no,M,1,4
532,1,2,other,13,11,11,2,other,A,1,12,no,U,16,1,5,GT3,no,3,4,mother,5,yes,no,yes,no,home,no,GP,no,F,1,1
